Phân loại;Quận;Phường;Khu vực;Vị trí cụ thể;Điểm đầu;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.42486548, 108.1569068;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.42405128, 108.1579777;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.42305558, 108.1600734;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.54190136, 107.9904063;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.28939796, 107.8827765;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.2862802, 107.8836348;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.286054, 107.8831601;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.28638949, 107.885255;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.29338601, 107.8869924;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.13539274, 108.1350023;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.13539264, 108.1351791;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.1429511, 108.1458941;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.14506513, 108.147375;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.14569729, 108.1481664;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.14641976, 108.1490788;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.13121594, 108.2174753;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.13122473, 108.2177265;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.13055598, 108.2176328;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12613176, 108.2128273;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12545344, 108.2132918;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12472191, 108.212677;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12509456, 108.2104629;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.06204922, 108.0179421;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.06213955, 108.0186956;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.06229315, 108.0193095;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.06241057, 108.0201932;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.06606191, 108.0224352;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.06064921, 108.0899451;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35468637, 108.1534452;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35107076, 108.1539176;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35066206, 108.1567581;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.36419672, 108.1631396;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.36801279, 108.1604505;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35900371, 108.1699352;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35843109, 108.1621198;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.48403061, 108.1262973;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36413278, 108.3088506;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36426326, 108.3059912;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36113165, 108.3091908;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36516621, 108.3066166;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36580892, 108.305891;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36129815, 108.306434;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36335172, 108.3050398;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36783342, 108.3059219;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36237493, 108.2988627;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36415788, 108.2970396;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.31823948, 108.2570138;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.31742547, 108.249544;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.31578199, 108.2482197;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.32263551, 108.2458995;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.33544596, 108.234403;;
"	
Khu vực sạt lở";Phường An Hải;Phường An Hải;Phường An Hải;Phường An Hải;15.35786601, 107.7537507;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.26677622, 107.8684601;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.27101907, 107.8599754;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.27162188, 107.8556362;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.23679985, 108.1785128;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.2282829, 108.2031647;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12847008, 108.2058978;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12663186, 108.2096271;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12560266, 108.2083607;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.1246625, 108.2085365;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12414732, 108.208536;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.1232898, 108.207307;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12252183, 108.20699;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12170841, 108.2069519;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.116924, 108.2103153;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11533301, 108.2105743;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11527002, 108.2102765;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11432722, 108.2034652;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11339271, 108.2073812;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11166214, 108.2020764;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.09220427, 108.2000486;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.10785152, 108.1980257;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.13508463, 108.2171908;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.13430741, 108.2171063;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.1316759, 108.2184993;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12859256, 108.2197987;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12708316, 108.2197972;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12635123, 108.2196103;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12457922, 108.2201109;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.1242008, 108.2188824;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12393742, 108.220194;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.1232137, 108.2208539;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.12274311, 108.2214675;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11885581, 108.2222822;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11923129, 108.2264415;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01549237, 108.011131;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01559185, 108.0097639;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.02247017, 108.0096619;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.24338302, 108.0446664;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.2438436, 108.0465098;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.2442401, 108.0519001;;
"	
Khu vực sạt lở";Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;15.20402321, 108.2869387;;
"	
Khu vực sạt lở";Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;15.20327728, 108.2906701;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.04596916, 108.2232667;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01407213, 108.0257869;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01227471, 108.009987;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01370285, 108.0086107;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01497733, 108.0072623;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.0148961, 108.0002598;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.02306673, 107.9908948;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.02747699, 107.9819572;;
"	
Khu vực sạt lở";Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;15.22647392, 108.265131;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.29159294, 107.8985864;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.28942398, 107.8990809;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35246424, 108.15159;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.3673041, 108.1237769;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.36718578, 108.1252486;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.36713107, 108.1260963;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.36679649, 108.1263848;;
"	
Khu vực sạt lở";Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;15.59631001, 108.0179972;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.34909091, 108.3910435;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.34629928, 108.3903956;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.36447278, 108.3966702;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.14935372, 108.1543198;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15042589, 108.1592059;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.149845, 108.1626113;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15197831, 108.1622686;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15251934, 108.1640184;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.16183578, 108.1669105;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15721829, 108.1773013;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15547881, 108.1824552;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15508034, 108.1834226;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11953067, 108.2063916;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.05195271, 108.0237359;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.05338082, 108.0234477;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.0537333, 108.0236524;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.05530617, 108.021876;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.0566982, 108.0207507;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.06070247, 108.018156;;
"	
Khu vực sạt lở";Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;15.18837925, 108.2859217;;
"	
Khu vực sạt lở";Xã Phú Ninh;Xã Phú Ninh;Xã Phú Ninh;Xã Phú Ninh;15.51079155, 108.4001549;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.06819479, 108.0937527;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.25893275, 108.0169626;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.33597285, 108.1597182;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34119164, 108.154404;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34479084, 108.1515193;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34550383, 108.1530287;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34592768, 108.1543888;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34881984, 108.1545027;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34621672, 108.1546591;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34902058, 108.1517272;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34927399, 108.1512338;;
"	
Khu vực sạt lở";Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;15.5411024, 108.075262;;
"	
Khu vực sạt lở";Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;15.53977298, 108.0776482;;
"	
Khu vực sạt lở";Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;Xã Hiệp Đức;15.55660598, 108.0649839;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.17990278, 108.1795445;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.17823979, 108.1794593;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.17782159, 108.1825022;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.17565111, 108.1840732;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.17467603, 108.1827694;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.17138651, 108.1822268;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.17105277, 108.1813797;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.17080887, 108.181212;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.16849431, 108.1821313;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.16448312, 108.1798386;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.16348841, 108.1804519;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15915607, 108.184124;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.25447747, 107.9965733;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.25887914, 108.003109;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.2686495, 108.0060885;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.26187079, 108.0050456;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.26301862, 108.006256;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.26460031, 108.0066936;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.26522391, 108.0080716;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.26824259, 108.0108183;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.27212894, 108.0131555;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.23627388, 107.9863149;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.23212564, 107.994777;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.23534328, 107.994507;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41881175, 108.2756783;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41874712, 108.2767776;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.31077495, 108.2859383;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.24708328, 107.8710884;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.25371673, 107.8699299;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.260937, 107.8676445;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.26551269, 107.8716358;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.25543929, 107.8793878;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.24286151, 107.8861816;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.25954164, 108.2601729;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.25640382, 108.2536427;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34374177, 108.2823134;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34210023, 108.2796102;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.3390889, 108.2736269;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.33510322, 108.2660219;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.32707257, 108.2773551;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.32380519, 108.2810294;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.32375618, 108.2840468;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.32167099, 108.2819765;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.31466077, 108.293375;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.33761814, 108.2640785;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34177461, 108.2649965;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34097839, 108.265722;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.33021701, 108.26311;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34698665, 108.2519728;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.35780308, 108.2459034;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.2794062, 108.2370781;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.2778989, 108.2351024;;
"	
Khu vực sạt lở";Xã Tiên Phước;Xã Tiên Phước;Xã Tiên Phước;Xã Tiên Phước;15.48086373, 108.3708608;;
